status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk
13,48,30,48,4844,65,71,83,93,101,73,122,33,143,153,161,174,182,192,202,0
11,27,33,48,8318,65,75,82,92,101,75,121,42,142,152,162,174,182,192,202,0
12,18,30,42,2100,65,73,84,93,102,73,124,37,143,151,161,173,182,191,202,0
14,45,33,48,11816,65,75,82,93,101,75,122,29,143,153,162,173,182,191,202,0
14,6,30,45,448,65,72,84,92,101,75,123,23,143,151,161,173,182,191,202,0
14,30,30,44,11998,65,72,81,91,101,72,121,34,141,151,161,172,182,192,202,0
11,48,33,49,18424,65,73,81,92,101,73,123,32,141,151,161,174,182,192,201,0
14,6,30,410,14896,65,75,81,93,101,75,121,68,141,151,161,174,182,192,202,0
11,12,30,41,2762,64,75,81,92,101,73,123,25,143,151,161,173,182,192,202,0
14,12,30,40,3386,65,75,83,93,101,75,121,35,143,152,161,173,182,192,202,0
11,24,30,42,2039,65,72,81,94,101,72,123,22,143,151,161,173,182,192,202,0
13,18,32,48,2169,65,73,84,94,101,73,122,28,143,151,161,173,182,192,202,0
11,48,31,41,5096,65,73,82,92,101,74,122,30,143,151,161,174,182,192,202,0
14,18,30,42,1882,65,73,84,92,101,75,122,25,141,153,162,173,182,191,202,0
14,48,30,42,6999,65,74,81,94,103,72,124,34,143,151,162,173,182,192,202,0
13,12,31,48,2292,65,71,84,93,101,73,122,42,142,151,162,174,182,192,202,0
14,14,30,410,8978,65,75,81,91,101,75,123,45,143,151,161,174,182,192,201,0
14,12,30,42,674,61,74,84,94,101,72,123,20,143,151,161,173,182,191,202,0
14,18,30,410,976,65,72,81,92,101,73,122,23,143,151,161,172,182,191,202,0
11,24,30,410,2718,65,73,83,92,101,75,123,20,143,153,161,172,182,192,202,0
14,18,30,45,750,65,71,84,92,101,72,124,27,143,151,161,171,182,191,202,0
11,24,30,40,12579,65,75,84,92,101,73,121,44,143,152,161,174,182,192,202,0
14,18,30,40,7511,64,75,81,93,101,75,123,51,143,152,161,173,181,192,202,0
14,18,31,410,3966,65,75,81,92,101,75,124,33,141,153,163,173,182,192,202,0
14,12,33,42,6199,65,73,84,93,101,73,123,28,143,153,162,173,182,192,202,0
14,24,30,42,1987,65,73,82,93,101,75,124,21,143,153,161,172,181,191,202,0
14,24,30,410,2303,65,75,84,93,102,72,124,45,143,151,161,173,182,191,202,0
13,21,31,410,12680,64,75,84,93,101,75,121,30,143,152,161,174,182,192,202,0
11,12,30,42,6468,64,71,82,93,101,72,121,52,143,151,161,174,182,192,202,0
14,30,30,41,6350,64,75,84,93,101,75,123,31,143,151,161,173,182,191,202,0
